step,loss_step,epoch,val_loss,loss_epoch
49,0.20110215914883156,0,,
99,0.1877463341848953,0,,
149,0.17562014511769222,0,,
199,0.18682643222216988,0,,
249,0.17195032878184216,0,,
299,0.169502475995873,0,,
322,,0,0.16878495464742227,
322,,0,,0.1900461335433312
349,0.16606615953907697,1,,
399,0.17693195889931226,1,,
449,0.16396227395958993,1,,
499,0.156490326948219,1,,
549,0.16655006971644878,1,,
599,0.16139010422664846,1,,
645,,1,0.15745515697425086,
645,,1,,0.16552608906854674
649,0.16339555270966835,2,,
699,0.1593964161249346,2,,
749,0.14494236293042048,2,,
799,0.16012373078382955,2,,
849,0.15183186307940053,2,,
899,0.15453620410392924,2,,
949,0.15708908327491775,2,,
968,,2,0.15012264389710306,
968,,2,,0.15584122806997325
999,0.15270782547859577,3,,
1049,0.1389956161053476,3,,
1099,0.15500221085967622,3,,
1149,0.14453631508861992,3,,
1199,0.14825407975181468,3,,
1249,0.14460963386947392,3,,
1291,,3,0.14612782157214532,
1291,,3,,0.1499211902657569
1299,0.15297479048809412,4,,
1349,0.14739587221203956,4,,
1399,0.14539986598250543,4,,
1449,0.14084082103192624,4,,
1499,0.14403465024537354,4,,
1549,0.15336346678451365,4,,
1599,0.15322880715208162,4,,
1614,,4,0.1426548331538802,
1614,,4,,0.14608915246974027
1649,0.14738256791384033,5,,
1699,0.12866291219039913,5,,
1749,0.13586041122667641,5,,
1799,0.1384601443614836,5,,
1849,0.1348565021984057,5,,
1899,0.14750712310527722,5,,
1937,,5,0.14058520015724046,
1937,,5,,0.14346956980803163
1949,0.1261454593624494,6,,
1999,0.14694249881185012,6,,
2049,0.13218430998133987,6,,
2099,0.1360080393662031,6,,
2149,0.14536528040624888,6,,
2199,0.14803473277370255,6,,
2249,0.14007339196368443,6,,
2260,,6,0.13922694395936533,
2260,,6,,0.14115942536428713
2299,0.13671756975791835,7,,
2349,0.13962469952842818,7,,
2399,0.13911967396205366,7,,
2449,0.13882946917057343,7,,
2499,0.13709807873829208,7,,
2549,0.1414087930734706,7,,
2583,,7,0.13750017489526947,
2583,,7,,0.13934643756139123
2599,0.13995490483005646,8,,
2649,0.1475627468834896,8,,
2699,0.1380547083182822,8,,
2749,0.13398406079733544,8,,
2799,0.1407919285573437,8,,
2849,0.13998320498710726,8,,
2899,0.14133210093031323,8,,
2906,,8,0.13668604039154827,
2906,,8,,0.1378749951782521
2949,0.1223271772397412,9,,
2999,0.13195438385268626,9,,
3049,0.1244798647674159,9,,
3099,0.13836688160881028,9,,
3149,0.1326409110312401,9,,
3199,0.14165645950673816,9,,
3229,,9,0.13584388918030374,
3229,,9,,0.1365440808184228
3249,0.13846654143999731,10,,
3299,0.13703595944945215,10,,
3349,0.14231717270232103,10,,
3399,0.13825004561632032,10,,
3449,0.12823134828806637,10,,
3499,0.13943639414936054,10,,
3549,0.14435303546122685,10,,
3552,,10,0.134610535224801,
3552,,10,,0.13524395365540123
3599,0.14048612298617186,11,,
3649,0.13509572755019228,11,,
3699,0.12843933240931368,11,,
3749,0.1288957366799357,11,,
3799,0.12558955562848834,11,,
3849,0.13259218457403568,11,,
3875,,11,0.13458665789583263,
3875,,11,,0.13400828171582735
3899,0.12828366093112453,12,,
3949,0.13889001398300965,12,,
3999,0.1438344367095212,12,,
4049,0.13621929992052895,12,,
4099,0.1332842696636913,12,,
4149,0.1324731427218884,12,,
4198,,12,0.13339793692870366,
4198,,12,,0.13306288582885542
4199,0.12952759929284535,13,,
4249,0.12378558555169838,13,,
4299,0.13029637497167687,13,,
4349,0.13134573389419893,13,,
4399,0.13302186698323273,13,,
4449,0.1373559658933111,13,,
4499,0.12807567256213373,13,,
4521,,13,0.13239293464836763,
4521,,13,,0.13207362288831176
4549,0.12595142846593177,14,,
4599,0.12430449046702374,14,,
4649,0.13280125699150114,14,,
4699,0.1266512573777348,14,,
4749,0.13699229890776543,14,,
4799,0.12608966824335097,14,,
4844,,14,0.13222309578720623,
4844,,14,,0.1313272986441412
4849,0.12242542466663596,15,,
4899,0.1319066253871885,15,,
4949,0.132588103211836,15,,
4999,0.1227745251989669,15,,
5049,0.1303481473641938,15,,
5099,0.13883852334800573,15,,
5149,0.13250014344684816,15,,
5167,,15,0.1315300558870712,
5167,,15,,0.1304012960526407
5199,0.12958019625784586,16,,
5249,0.1316117977242591,16,,
5299,0.12707393412852744,16,,
5349,0.12969439441791514,16,,
5399,0.1356004479096369,16,,
5449,0.1323405081023504,16,,
5490,,16,0.13127411425004323,
5490,,16,,0.12975429453732515
5499,0.11773486616673799,17,,
5549,0.1375801873468841,17,,
5599,0.119514214121623,17,,
5649,0.1311817382186142,17,,
5699,0.13526855835876253,17,,
5749,0.12698555197505396,17,,
5799,0.12560555533163667,17,,
5813,,17,0.13076357497535107,
5813,,17,,0.12905423432264398
5849,0.11942773818790486,18,,
5899,0.12442268772336144,18,,
5949,0.14202763210035163,18,,
5999,0.1384011379020706,18,,
6049,0.13201084248814743,18,,
6099,0.12424648509573166,18,,
6136,,18,0.1308383020291299,
6136,,18,,0.12846311866218255
6149,0.1309411482707131,19,,
6199,0.12221994955716885,19,,
6249,0.11700284238909336,19,,
6299,0.1337440351102349,19,,
6349,0.1390564494825548,19,,
6399,0.13130611829701336,19,,
6449,0.13125937841175433,19,,
6459,,19,0.12973640903024822,
6459,,19,,0.12786515206693955
6499,0.12553178035600648,20,,
6549,0.13920116311025812,20,,
6599,0.12989832269597518,20,,
6649,0.11697257648769233,20,,
6699,0.12448456471166744,20,,
6749,0.12361379870061914,20,,
6782,,20,0.12985308432438447,
6782,,20,,0.12705461670180496
6799,0.11344801423693969,21,,
6849,0.13080196369268682,21,,
6899,0.12060730657618851,21,,
6949,0.12069347648938292,21,,
6999,0.12481463948787495,21,,
7049,0.13794966688642699,21,,
7099,0.12737098519353918,21,,
7105,,21,0.13054633897418003,
7105,,21,,0.12655342257100555
7149,0.13108463051767705,22,,
7199,0.1339867196827644,22,,
7249,0.12412292568348393,22,,
7299,0.1324625222983056,22,,
7349,0.12543603255066854,22,,
7399,0.12763129331829104,22,,
7428,,22,0.1302862432208817,
7428,,22,,0.12606499934372506
7449,0.12714846946019825,23,,
7499,0.13041235018157774,23,,
7549,0.11711249514818384,23,,
7599,0.12990858583626425,23,,
7649,0.1301902827318111,23,,
7699,0.12355610200495204,23,,
7749,0.1288508165988691,23,,
7751,,23,0.12907666264710396,
7751,,23,,0.1254669532146593
7799,0.13182403273124185,24,,
7849,0.13689703035770034,24,,
7899,0.13089456168688152,24,,
7949,0.125538966349985,24,,
7999,0.11436291276184463,24,,
8049,0.13010423564194468,24,,
8074,,24,0.1294640074163814,
8074,,24,,0.12493131219201284
8099,0.12225159268612874,25,,
8149,0.11003068156611359,25,,
8199,0.1281109552669945,25,,
8249,0.12287072899536647,25,,
8299,0.11156625702456156,25,,
8349,0.13326115561720953,25,,
8397,,25,0.12905995872432338,
8397,,25,,0.12445056880608779
8399,0.12090082637185921,26,,
8449,0.11542012183143585,26,,
8499,0.13004959949501127,26,,
8549,0.12139864433740759,26,,
8599,0.12313909182861543,26,,
8649,0.11992372282897738,26,,
8699,0.11720604229195025,26,,
8720,,26,0.1289581394825627,
8720,,26,,0.1242458922131686
8749,0.11693996065421898,27,,
8799,0.1218756479346296,27,,
8849,0.1199763073563273,27,,
8899,0.12673131013765482,27,,
8949,0.11482633438885005,27,,
8999,0.1164001927328524,27,,
9043,,27,0.12797287243995503,
9043,,27,,0.12357155586190186
9049,0.12701304048672094,28,,
9099,0.12393436419809377,28,,
9149,0.12933943832963882,28,,
9199,0.12119140192852201,28,,
9249,0.1281004937243267,28,,
9299,0.12867632272459195,28,,
9349,0.1228642009823323,28,,
9366,,28,0.12797962680750447,
9366,,28,,0.12327796616238658
9399,0.1336015155368821,29,,
9449,0.1298119949067877,29,,
9499,0.11878974656398782,29,,
9549,0.1180518972277273,29,,
9599,0.13074920151060093,29,,
9649,0.1201236725665821,29,,
9689,,29,0.12811434129140065,
9689,,29,,0.12299411021258642
9699,0.12308868242326168,30,,
9749,0.12192667347771897,30,,
9799,0.12923399140140535,30,,
9849,0.11502013501845389,30,,
9899,0.12171067132628163,30,,
9949,0.11838503366898477,30,,
9999,0.12294675094258413,30,,
10012,,30,0.12742921981996813,
10012,,30,,0.12256049598387711
10049,0.12221599609267987,31,,
10099,0.12739891325234085,31,,
10149,0.12271111507096852,31,,
10199,0.1326891896113934,31,,
10249,0.12460175806960627,31,,
10299,0.11845125184316514,31,,
10335,,31,0.12808123029338003,
10335,,31,,0.12197658725891426
10349,0.1245947919961957,32,,
10399,0.12477637229254629,32,,
10449,0.10818238843652464,32,,
10499,0.11888156538661501,32,,
10549,0.12489011750173522,32,,
10599,0.12351647112436259,32,,
10649,0.12583982135123442,32,,
10658,,32,0.12846376457895625,
10658,,32,,0.12158710502006574
10699,0.1254609374575639,33,,
10749,0.12186977364619345,33,,
10799,0.12388860728358232,33,,
10849,0.12373222965587136,33,,
10899,0.11651891653908666,33,,
10949,0.12201081980343136,33,,
10981,,33,0.13032012330935713,
10981,,33,,0.12140891664221215
10999,0.12115684872593457,34,,
11049,0.1216441078274602,34,,
11099,0.12285597732275076,34,,
11149,0.12400054121635776,34,,
11199,0.12576214970672042,34,,
11249,0.12537455673798847,34,,
11299,0.12554241827028031,34,,
11304,,34,0.1274725646349628,
11304,,34,,0.12098052976376995
11349,0.11825072972270281,35,,
11399,0.1265402971225573,35,,
11449,0.11791853373350698,35,,
11499,0.12115891857682858,35,,
11549,0.11736184401011944,35,,
11599,0.12309086711245346,35,,
11627,,35,0.12850319483304257,
11627,,35,,0.12098759110222018
11649,0.13137861992947295,36,,
11699,0.11255469073552049,36,,
11749,0.12454538276156087,36,,
11799,0.11939863263541031,36,,
11849,0.12321450923597277,36,,
11899,0.12746666464242304,36,,
11949,0.11738738158929853,36,,
11950,,36,0.1274694654625586,
11950,,36,,0.12040552692596483
11999,0.13370012396540673,37,,
12049,0.1287707950257878,37,,
12099,0.1222370299045818,37,,
12149,0.11313990472000696,37,,
12199,0.1245978229780658,37,,
12249,0.11801318974256346,37,,
12273,,37,0.12787264446984498,
12273,,37,,0.12001886740268779
12299,0.13277922779601933,38,,
12349,0.1156147391982063,38,,
12399,0.11431787359288605,38,,
12449,0.11749662596443176,38,,
12499,0.12727290101425856,38,,
12549,0.11603798424595371,38,,
12596,,38,0.12678316928926076,
12596,,38,,0.11956092917245656
12599,0.12437797486985329,39,,
12649,0.11585037903989492,39,,
12699,0.10559143080805944,39,,
12749,0.11061714581091159,39,,
12799,0.1115152993967941,39,,
12849,0.12232615266244526,39,,
12899,0.1298957078879921,39,,
12919,,39,0.12662484394169948,
12919,,39,,0.11930360856958437
12949,0.12267436990758931,40,,
12999,0.1104923888345642,40,,
13049,0.12342320901165557,40,,
13099,0.11178914533719624,40,,
13149,0.12610113136841786,40,,
13199,0.12571834723719105,40,,
13242,,40,0.12618540476378928,
13242,,40,,0.11910413441077802
13249,0.13144805322695718,41,,
13299,0.11814489989055832,41,,
13349,0.11841536990041926,41,,
13399,0.11695248921374829,41,,
13449,0.12978160762051344,41,,
13499,0.12489231249153777,41,,
13549,0.12808986978789377,41,,
13565,,41,0.1262114325817925,
13565,,41,,0.11862895824266195
13599,0.12498369058401278,42,,
13649,0.12751250426005598,42,,
13699,0.12384507463590694,42,,
13749,0.11869369649479401,42,,
13799,0.1175911249902497,42,,
13849,0.12045877548553931,42,,
13888,,42,0.1274854400771346,
13888,,42,,0.11854851725651643
13899,0.1101248754718341,43,,
13949,0.1194680850209261,43,,
13999,0.12077458706049905,43,,
14049,0.1188459579969504,43,,
14099,0.10933297109836149,43,,
14149,0.11526595723121251,43,,
14199,0.12830529461661305,43,,
14211,,43,0.125781812096632,
14211,,43,,0.11813308106175645
14249,0.11001147853703605,44,,
14299,0.12134307294406246,44,,
14349,0.12706382532977603,44,,
14399,0.11504453424514922,44,,
14449,0.12287512556676902,44,,
14499,0.1173894687467586,44,,
14534,,44,0.12599116975484015,
14534,,44,,0.11778544918045969
14549,0.12482611450209274,45,,
14599,0.12070006380164555,45,,
14649,0.11379662838651845,45,,
14699,0.11745052892089626,45,,
14749,0.11314738186656154,45,,
14799,0.12193367656803544,45,,
14849,0.11370951941743966,45,,
14857,,45,0.12717657092890514,
14857,,45,,0.11752333519744039
14899,0.11542920378381735,46,,
14949,0.11755775871097136,46,,
14999,0.1190208442244377,46,,
15049,0.10584583924611779,46,,
15099,0.1092336721854689,46,,
15149,0.10964199113611495,46,,
15180,,46,0.12597551761489417,
15180,,46,,0.11739511857962627
15199,0.11256701994461088,47,,
15249,0.1192255316264597,47,,
15299,0.11573596304751138,47,,
15349,0.11496797432548189,47,,
15399,0.11636445144821905,47,,
15449,0.11570500479133934,47,,
15499,0.1186780741600647,47,,
15503,,47,0.12599463323274848,
15503,,47,,0.1171064700584694
15549,0.1154795505033061,48,,
15599,0.1184140058286256,48,,
15649,0.09996166426379145,48,,
15699,0.11036932104165366,48,,
15749,0.11171973779401775,48,,
15799,0.11487894431661698,48,,
15826,,48,0.1266575740901256,
15826,,48,,0.11679473032586478
15849,0.12078408623098608,49,,
15899,0.11785845888717558,49,,
15949,0.11634563144485444,49,,
15999,0.11407284710539595,49,,
16049,0.10489167999050415,49,,
16099,0.11226499726854018,49,,
16149,0.11721814680159973,49,,
16149,,49,0.12521539159089676,
16149,,49,,0.116659519002771
16199,0.11114400915960276,50,,
16249,0.11941584975192857,50,,
16299,0.11613137835982688,50,,
16349,0.10890011944905544,50,,
16399,0.11567993150321114,50,,
16449,0.11340258811667991,50,,
16472,,50,0.1252929285976473,
16472,,50,,0.11636845700418483
16499,0.10749205691075714,51,,
16549,0.11415018089369153,51,,
16599,0.11455803325018829,51,,
16649,0.11932948834026634,51,,
16699,0.12117259885257613,51,,
16749,0.12333101582259114,51,,
16795,,51,0.12571709515065127,
16795,,51,,0.11596097846837718
16799,0.11746844836538262,52,,
16849,0.11883923934079273,52,,
16899,0.11949475734076875,52,,
16949,0.10732608764258976,52,,
16999,0.1144372321808155,52,,
17049,0.12077332277476586,52,,
17099,0.10732494128630192,52,,
17118,,52,0.12583153851040335,
17118,,52,,0.11578353513771769
17149,0.12006491299042399,53,,
17199,0.10816182521084983,53,,
17249,0.11270143902833164,53,,
17299,0.12171107742048064,53,,
17349,0.11542208813545057,53,,
17399,0.10859098455814385,53,,
17441,,53,0.12596586157121725,
17441,,53,,0.11547695883068383
17449,0.11517930486264627,54,,
17499,0.12094390663952127,54,,
17549,0.10786315368050681,54,,
17599,0.11528986540850862,54,,
17649,0.1092021544023638,54,,
17699,0.11419821593974037,54,,
17749,0.1227275580829778,54,,
17764,,54,0.1258693691763431,
17764,,54,,0.11517349936566967
17799,0.11526849111227679,55,,
17849,0.11597981995482981,55,,
17899,0.10529240356885386,55,,
17949,0.1114041124298083,55,,
17999,0.11634586129126728,55,,
18049,0.1114642686117613,55,,
18087,,55,0.1260018681470069,
18087,,55,,0.11509839435598987
18099,0.10805222849341371,56,,
18149,0.11523048738242225,56,,
18199,0.12214972741318113,56,,
18249,0.11316502381981289,56,,
18299,0.11345891959606502,56,,
18349,0.11987318310185315,56,,
18399,0.12156330708279853,56,,
18410,,56,0.12581902631449243,
18410,,56,,0.11456770412716308
18449,0.1041387701481076,57,,
18499,0.11941327395346807,57,,
18549,0.11554762612153818,57,,
18599,0.11679197800310843,57,,
18649,0.11529188357328454,57,,
18699,0.12172204795665298,57,,
18733,,57,0.12503434071800837,
18733,,57,,0.11457181702212048
18749,0.1138878554429071,58,,
18799,0.11419626012523558,58,,
18849,0.11458863308168649,58,,
18899,0.1233278430181116,58,,
18949,0.11979904532425657,58,,
18999,0.1056295340676758,58,,
19049,0.11626077701718762,58,,
19056,,58,0.12609011170129364,
19056,,58,,0.1142725089513085
19099,0.11455737299457246,59,,
19149,0.1173355480206526,59,,
19199,0.11586891718157154,59,,
19249,0.10331564764328738,59,,
19299,0.11866656424123324,59,,
19349,0.11101331962966178,59,,
19379,,59,0.12563773787808838,
19379,,59,,0.11413667353806313
19399,0.10449055776484655,60,,
19449,0.11272890983542072,60,,
19499,0.11485176358894437,60,,
19549,0.10545417383535369,60,,
19599,0.12196983428595692,60,,
19649,0.10838129838354306,60,,
19699,0.12412272266867462,60,,
19702,,60,0.1260157097520637,
19702,,60,,0.11383890844773976
19749,0.109037719959706,61,,
19799,0.11243919286104612,61,,
19849,0.11214061034068631,61,,
19899,0.1208091767957932,61,,
19949,0.11100326090334196,61,,
19999,0.10722190660303417,61,,
20025,,61,0.12669790913328155,
20025,,61,,0.11358761959669902
20049,0.1119504806008605,62,,
20099,0.10298874484896609,62,,
20149,0.11399275000751366,62,,
20199,0.11436337708474105,62,,
20249,0.12221032433617754,62,,
20299,0.12226159117169663,62,,
20348,,62,0.1249346201474719,
20348,,62,,0.11343358200658343
20349,0.11088117747180054,63,,
20399,0.11098992417870664,63,,
20449,0.12219057379662139,63,,
20499,0.11314561880473828,63,,
20549,0.11747848022751468,63,,
20599,0.11382164956588145,63,,
20649,0.12821763144945214,63,,
20671,,63,0.12499337646060892,
20671,,63,,0.11321279353458061
20699,0.10616973156029033,64,,
20749,0.12522858022193953,64,,
20799,0.10106601585097108,64,,
20849,0.12247760371792044,64,,
20899,0.10560958540401391,64,,
20949,0.10373646081775713,64,,
20994,,64,0.12642446199791657,
20994,,64,,0.11291721631424707
20999,0.116967762790882,65,,
21049,0.1211278145644352,65,,
21099,0.1178972587186673,65,,
21149,0.12279714129105576,65,,
21199,0.09870393166122748,65,,
21249,0.10534817370232837,65,,
21299,0.1114606022502404,65,,
21317,,65,0.12585444032318457,
21317,,65,,0.1127683107214352
21349,0.10773380004472713,66,,
21399,0.11802668181285478,66,,
21449,0.11587749066476746,66,,
21499,0.12102814350163917,66,,
21549,0.10730525450732055,66,,
21599,0.10236464336925692,66,,
21640,,66,0.12595209138838354,
21640,,66,,0.1125491541530871
21649,0.10953195071526588,67,,
21699,0.11576324472441893,67,,
21749,0.1116761584844357,67,,
21799,0.10239789241837663,67,,
21849,0.10412529042805478,67,,
21899,0.11792977411595348,67,,
21949,0.12125651145852427,67,,
21963,,67,0.1254081002871942,
21963,,67,,0.11231527470369898
21999,0.12186844897279314,68,,
22049,0.1129529513340566,68,,
22099,0.10676644152822413,68,,
22149,0.11225169025573913,68,,
22199,0.1082161959764001,68,,
22249,0.11398823157448884,68,,
22286,,68,0.12478667676711064,
22286,,68,,0.11204591560909168
22299,0.11395554541263402,69,,
22349,0.11844272421367119,69,,
22399,0.11304303190339109,69,,
22449,0.1149678486181506,69,,
22499,0.10095993165474532,69,,
22549,0.11410431319381871,69,,
22599,0.11515543725535307,69,,
22609,,69,0.1252912362036297,
22609,,69,,0.11177972899688284
22649,0.11519962916927702,70,,
22699,0.112528387646693,70,,
22749,0.11265001849371252,70,,
22799,0.103834623433437,70,,
22849,0.10489022432467562,70,,
22899,0.1166861699887465,70,,
22932,,70,0.12530147775843004,
22932,,70,,0.11180354761180072
22949,0.11883958042921931,71,,
22999,0.11407707802668539,71,,
23049,0.11866368549433767,71,,
23099,0.12626313135428507,71,,
23149,0.11925103870562791,71,,
23199,0.11711964167933213,71,,
23249,0.10785532126772285,71,,
23255,,71,0.12493642743342498,
23255,,71,,0.11160369983838864
23299,0.1000482850305035,72,,
23349,0.1071119797676268,72,,
23399,0.11771680188199418,72,,
23449,0.11634832156542273,72,,
23499,0.10560394988731933,72,,
23549,0.1020408484163738,72,,
23578,,72,0.12567661715331283,
23578,,72,,0.11172378345546363
23599,0.10889791655611877,73,,
23649,0.12193890157032077,73,,
23699,0.11074942862010007,73,,
23749,0.11250351110319358,73,,
23799,0.09913102787227471,73,,
23849,0.11650136362817218,73,,
23899,0.11937647305622749,73,,
23901,,73,0.12495523131516752,
23901,,73,,0.11097821725643732
23949,0.1046353422329294,74,,
23999,0.1056785772410382,74,,
24049,0.09388970042817822,74,,
24099,0.10746245532129338,74,,
24149,0.11574431610903947,74,,
24199,0.1135828419830045,74,,
24224,,74,0.12756039675482284,
24224,,74,,0.11095315692894708
24249,0.10746328791252699,75,,
24299,0.10485897167017949,75,,
24349,0.11366454693893344,75,,
24399,0.11076499133208388,75,,
24449,0.10773165545295028,75,,
24499,0.1154725439636494,75,,
24547,,75,0.124729484472654,
24547,,75,,0.11067205685639941
24549,0.11193320303602904,76,,
24599,0.11442648062541774,76,,
24649,0.10790053615152177,76,,
24699,0.11200249471089445,76,,
